1000989594	567.562022	567.928574	413.778120	414.253968
1001016422	295.400000	295.766552	891.531559	892.007407
1001016423	295.032787	295.399339	891.967009	892.442857
1002248600	539.790437	540.156989	374.592406	375.068254
100237913	676.865027	677.231579	62.523623	62.999471
1002566333	899.242896	899.609448	912.104575	912.580423
100269010	511.455191	511.821743	114.808808	115.284656
1003125690	572.122678	572.489229	461.097168	461.573016
1003637472	617.787432	618.153983	310.461718	310.937566
1003901482	645.880874	646.247426	551.959072	552.434921
1003901514	643.426503	643.793055	549.665422	550.141270
1003901554	645.092896	645.459448	537.159072	537.634921
1003901563	642.148907	642.515459	545.679178	546.155026
1004038707	661.520219	661.886770	470.629972	471.105820
1004038721	616.629781	616.996333	527.259072	527.734921
1004038724	618.259290	618.625841	515.465422	515.941270
1004038725	665.668852	666.035404	475.279707	475.755556
1005229944	508.760109	509.126661	388.039496	388.515344
1005405936	593.493443	593.859994	478.818861	479.294709
1005726880	455.795082	456.161634	176.651136	177.126984
1006281674	586.360383	586.726934	765.628384	766.104233
1006285795	657.089344	657.455896	354.386586	354.862434
1006289717	654.052732	654.419284	357.255898	357.731746
1008177078	831.731694	832.098246	14.745316	15.221164
1008432013	837.431694	837.798246	22.698755	23.174603
1010595081	508.324044	508.690596	498.422564	498.898413
1010622739	370.712842	371.079393	556.618332	557.094180
1010628927	427.327596	427.694147	571.533675	572.009524
1010635496	419.613388	419.979940	566.233146	566.708995
1010640643	422.276776	422.643328	560.280236	560.756085
1010644811	479.265301	479.631852	554.828384	555.304233
1010649907	441.315301	441.681852	514.397168	514.873016
1010654306	468.457104	468.823656	462.435263	462.911111
1010658341	428.653005	429.019557	506.597697	507.073545
1010666875	445.606011	445.972563	561.621506	562.097354
1010817983	473.774863	474.141415	462.029443	462.505291
1010825519	441.515847	441.882399	479.419390	479.895238
1010830680	425.736066	426.102617	528.591347	529.067196
1010884004	443.006831	443.373382	473.487115	473.962963
1011663180	509.189071	509.555623	378.687115	379.162963
1012037681	461.591803	461.958355	458.563305	459.039153
1014404060	556.233607	556.600158	461.881295	462.357143
1014777722	727.161475	727.528027	355.041612	355.517460
1016007310	247.802186	248.168738	360.470713	360.946561
1016064718	589.086339	589.452891	714.563305	715.039153
1020282702	615.736066	616.102617	404.167538	404.643386
1020322337	575.358197	575.724749	965.337379	965.813228
1020322645	575.756284	576.122836	964.435792	964.911640
1020775190	959.838251	960.204803	181.222035	181.697884
1020955837	527.115847	527.482399	434.259601	434.735450
1021099588	502.702459	503.069011	448.162776	448.638624
102192894	669.025683	669.392235	85.701929	86.177778
102195964	673.612295	673.978847	74.345845	74.821693
1022941683	591.366393	591.732945	395.084469	395.560317
1023993996	298.536066	298.902617	537.017802	537.493651
1026435513	490.339617	490.706169	196.426797	196.902646
1027002570	345.191257	345.557809	98.930501	99.406349
1028165405	720.600546	720.967098	319.429972	319.905820
1028175686	731.419399	731.785951	334.344787	334.820635
1028467805	348.424863	348.791415	134.334734	134.810582
1029676328	630.030328	630.396880	609.140025	609.615873
1029676330	630.001093	630.367645	611.344787	611.820635
1029676333	630.975683	631.342235	609.669654	610.145503
1029909586	380.591530	380.958082	642.419390	642.895238
1033295123	17.242350	17.608902	317.214628	317.690476
